x 157 f 2 10 11 12 13 14 15 18 21 24 25 26 27 29 31 34 35 37 39 40 44 46 49 51 52 66 67 68 69 71 73 74 75 77 80 81 85 86 87 88 89 90 93 97 98 99 100 102 103 104 105 113 114 118 120 125 128 129 131 137 138 139 140 141 145 146 147 148 151 152 153 156 157 159 161 162 169 170 172 174 177 179 183 187 188 189 190 194 195 201 202 203 205 209 210 211 212 213 215 216 217 220 221 222 223 227 229 231 232 233 236 238 240 241 244 245 247 248 251 253 256 257 258 259 262 265 266 267 269 270 271 276 277 282 284 286 287 288 289 290 292 297 300 301 302 303 304 306 308 312 314 315 317 318 321 324 325
y 5981
z 43
c 0 n 4 f 20 28 32 38
c 1 n 4 f 59 61 63 106
c 2 n 4 f 108 109 110 115
c 3 n 4 f 117 122 127 160
c 4 n 4 f 164 192 199 242
c 5 n 4 f 246 249 279 283
c 6 n 4 f 293 319 323 5
c 7 n 4 f 22 83 94 186
c 8 n 4 f 191 200 204 224
c 9 n 4 f 230 234 235 260
c 10 n 4 f 263 280 294 299
c 11 n 4 f 41 50 53 54
c 12 n 4 f 55 58 65 70
c 13 n 4 f 91 92 95 119
c 14 n 4 f 150 155 182 264
c 15 n 4 f 76 78 82 198
c 16 n 4 f 206 305 307 6
c 17 n 4 f 9 16 17 30
c 18 n 4 f 36 42 43 64
c 19 n 4 f 79 96 107 112
c 20 n 4 f 116 121 123 124
c 21 n 4 f 126 130 135 166
c 22 n 4 f 167 171 175 184
c 23 n 4 f 185 207 208 237
c 24 n 4 f 239 254 278 291
c 25 n 4 f 298 309 311 45
c 26 n 4 f 47 48 56 57
c 27 n 4 f 72 214 218 225
c 28 n 4 f 84 149 158 180
c 29 n 4 f 193 196 197 228
c 30 n 4 f 243 261 310 322
c 31 n 4 f 0 3 4 8
c 32 n 4 f 23 33 101 111
c 33 n 4 f 132 133 134 142
c 34 n 4 f 144 163 178 226
c 35 n 4 f 255 154 181 268
c 36 n 4 f 273 313 1 7
c 37 n 4 f 19 60 62 136
c 38 n 4 f 143 165 168 173
c 39 n 4 f 176 219 250 252
c 40 n 4 f 272 274 275 281
c 41 n 4 f 285 295 296 316
c 42 n 1 f 320
p 0 g 0 s 0 n 1 f 20 13000
p 1 g 0 s 0 n 1 f 20 13000
p 2 g 0 s 0 n 1 f 28 13000
p 3 g 0 s 0 n 1 f 28 13000
p 4 g 0 s 0 n 1 f 28 13000
p 5 g 0 s 0 n 1 f 28 13000
p 6 g 0 s 0 n 1 f 32 13000
p 7 g 0 s 0 n 1 f 32 13000
p 8 g 0 s 0 n 1 f 32 13000
p 9 g 0 s 0 n 1 f 32 13000
p 10 g 0 s 0 n 1 f 32 13000
p 11 g 0 s 0 n 1 f 32 13000
p 12 g 0 s 0 n 1 f 32 13000
p 13 g 0 s 0 n 1 f 32 13000
p 14 g 0 s 0 n 1 f 32 13000
p 15 g 0 s 0 n 1 f 32 13000
p 16 g 0 s 0 n 1 f 32 13000
p 17 g 0 s 0 n 1 f 32 13000
p 18 g 0 s 0 n 1 f 32 13000
p 19 g 0 s 0 n 1 f 32 13000
p 20 g 0 s 0 n 1 f 32 13000
p 21 g 0 s 0 n 1 f 32 13000
p 22 g 0 s 0 n 1 f 32 13000
p 23 g 0 s 0 n 1 f 32 13000
p 24 g 0 s 0 n 1 f 32 13000
p 25 g 0 s 0 n 1 f 32 13000
p 26 g 0 s 0 n 1 f 32 13000
p 27 g 0 s 0 n 1 f 32 13000
p 28 g 0 s 0 n 2 f 20 3758 f 28 9242
p 29 g 0 s 0 n 3 f 28 2053 f 32 313 f 38 4300
p 30 g 0 s 1 n 1 f 20 13000
p 31 g 0 s 1 n 1 f 28 13000
p 32 g 0 s 1 n 1 f 28 13000
p 33 g 0 s 1 n 1 f 28 13000
p 34 g 0 s 1 n 1 f 28 13000
p 35 g 0 s 1 n 1 f 28 13000
p 36 g 0 s 1 n 1 f 32 13000
p 37 g 0 s 1 n 1 f 32 13000
p 38 g 0 s 1 n 1 f 32 13000
p 39 g 0 s 1 n 1 f 32 13000
p 40 g 0 s 1 n 1 f 32 13000
p 41 g 0 s 1 n 1 f 32 13000
p 42 g 0 s 1 n 1 f 32 13000
p 43 g 0 s 1 n 1 f 32 13000
p 44 g 0 s 1 n 1 f 32 13000
p 45 g 0 s 1 n 1 f 32 13000
p 46 g 0 s 1 n 1 f 32 13000
p 47 g 0 s 1 n 1 f 32 13000
p 48 g 0 s 1 n 1 f 32 13000
p 49 g 0 s 1 n 1 f 32 13000
p 50 g 0 s 1 n 1 f 32 13000
p 51 g 0 s 1 n 1 f 32 13000
p 52 g 0 s 1 n 1 f 32 13000
p 53 g 0 s 1 n 1 f 32 13000
p 54 g 0 s 1 n 1 f 32 13000
p 55 g 0 s 1 n 1 f 32 13000
p 56 g 0 s 1 n 1 f 32 13000
p 57 g 0 s 1 n 1 f 32 13000
p 58 g 0 s 1 n 1 f 32 13000
p 59 g 0 s 1 n 1 f 32 13000
p 60 g 0 s 1 n 1 f 32 13000
p 61 g 0 s 1 n 1 f 32 13000
p 62 g 0 s 1 n 1 f 32 13000
p 63 g 0 s 1 n 1 f 32 13000
p 64 g 0 s 1 n 1 f 32 13000
p 65 g 0 s 1 n 1 f 32 13000
p 66 g 0 s 1 n 1 f 32 13000
p 67 g 0 s 1 n 2 f 20 5028 f 28 7972
p 68 g 0 s 1 n 3 f 28 2703 f 32 490 f 38 3805
p 69 g 0 s 2 n 1 f 20 13000
p 70 g 0 s 2 n 1 f 20 13000
p 71 g 0 s 2 n 1 f 28 13000
p 72 g 0 s 2 n 1 f 28 13000
p 73 g 0 s 2 n 1 f 28 13000
p 74 g 0 s 2 n 1 f 28 13000
p 75 g 0 s 2 n 1 f 28 13000
p 76 g 0 s 2 n 1 f 32 13000
p 77 g 0 s 2 n 1 f 32 13000
p 78 g 0 s 2 n 1 f 32 13000
p 79 g 0 s 2 n 1 f 32 13000
p 80 g 0 s 2 n 1 f 32 13000
p 81 g 0 s 2 n 1 f 32 13000
p 82 g 0 s 2 n 1 f 32 13000
p 83 g 0 s 2 n 1 f 32 13000
p 84 g 0 s 2 n 1 f 32 13000
p 85 g 0 s 2 n 1 f 32 13000
p 86 g 0 s 2 n 1 f 32 13000
p 87 g 0 s 2 n 1 f 32 13000
p 88 g 0 s 2 n 1 f 32 13000
p 89 g 0 s 2 n 1 f 32 13000
p 90 g 0 s 2 n 1 f 32 13000
p 91 g 0 s 2 n 1 f 32 13000
p 92 g 0 s 2 n 1 f 32 13000
p 93 g 0 s 2 n 1 f 32 13000
p 94 g 0 s 2 n 1 f 32 13000
p 95 g 0 s 2 n 1 f 32 13000
p 96 g 0 s 2 n 1 f 32 13000
p 97 g 0 s 2 n 1 f 32 13000
p 98 g 0 s 2 n 1 f 32 13000
p 99 g 0 s 2 n 1 f 32 13000
p 100 g 0 s 2 n 1 f 32 13000
p 101 g 0 s 2 n 1 f 32 13000
p 102 g 0 s 2 n 1 f 32 13000
p 103 g 0 s 2 n 1 f 32 13000
p 104 g 0 s 2 n 1 f 32 13000
p 105 g 0 s 2 n 1 f 32 13000
p 106 g 0 s 2 n 2 f 20 4125 f 28 8875
p 107 g 0 s 2 n 3 f 28 1480 f 32 2288 f 38 3845
p 108 g 0 s 3 n 1 f 20 13000
p 109 g 0 s 3 n 1 f 20 13000
p 110 g 0 s 3 n 1 f 28 13000
p 111 g 0 s 3 n 1 f 28 13000
p 112 g 0 s 3 n 1 f 28 13000
p 113 g 0 s 3 n 1 f 28 13000
p 114 g 0 s 3 n 1 f 28 13000
p 115 g 0 s 3 n 1 f 28 13000
p 116 g 0 s 3 n 1 f 32 13000
p 117 g 0 s 3 n 1 f 32 13000
p 118 g 0 s 3 n 1 f 32 13000
p 119 g 0 s 3 n 1 f 32 13000
p 120 g 0 s 3 n 1 f 32 13000
p 121 g 0 s 3 n 1 f 32 13000
p 122 g 0 s 3 n 1 f 32 13000
p 123 g 0 s 3 n 1 f 32 13000
p 124 g 0 s 3 n 1 f 32 13000
p 125 g 0 s 3 n 1 f 32 13000
p 126 g 0 s 3 n 1 f 32 13000
p 127 g 0 s 3 n 1 f 32 13000
p 128 g 0 s 3 n 1 f 32 13000
p 129 g 0 s 3 n 1 f 32 13000
p 130 g 0 s 3 n 1 f 32 13000
p 131 g 0 s 3 n 1 f 32 13000
p 132 g 0 s 3 n 1 f 32 13000
p 133 g 0 s 3 n 1 f 32 13000
p 134 g 0 s 3 n 1 f 32 13000
p 135 g 0 s 3 n 1 f 32 13000
p 136 g 0 s 3 n 1 f 32 13000
p 137 g 0 s 3 n 1 f 32 13000
p 138 g 0 s 3 n 1 f 32 13000
p 139 g 0 s 3 n 1 f 32 13000
p 140 g 0 s 3 n 1 f 32 13000
p 141 g 0 s 3 n 1 f 32 13000
p 142 g 0 s 3 n 1 f 32 13000
p 143 g 0 s 3 n 1 f 32 13000
p 144 g 0 s 3 n 1 f 32 13000
p 145 g 0 s 3 n 1 f 32 13000
p 146 g 0 s 3 n 1 f 32 13000
p 147 g 0 s 3 n 1 f 32 13000
p 148 g 0 s 3 n 2 f 20 4125 f 28 8875
p 149 g 0 s 3 n 2 f 28 2180 f 32 10820
p 150 g 0 s 3 n 2 f 32 832 f 38 5850
p 151 g 0 s 4 n 1 f 20 13000
p 152 g 0 s 4 n 1 f 20 13000
p 153 g 0 s 4 n 1 f 20 13000
p 154 g 0 s 4 n 1 f 20 13000
p 155 g 0 s 4 n 1 f 28 13000
p 156 g 0 s 4 n 1 f 28 13000
p 157 g 0 s 4 n 1 f 28 13000
p 158 g 0 s 4 n 1 f 28 13000
p 159 g 0 s 4 n 1 f 28 13000
p 160 g 0 s 4 n 1 f 28 13000
p 161 g 0 s 4 n 1 f 28 13000
p 162 g 0 s 4 n 1 f 28 13000
p 163 g 0 s 4 n 1 f 32 13000
p 164 g 0 s 4 n 1 f 32 13000
p 165 g 0 s 4 n 1 f 32 13000
p 166 g 0 s 4 n 1 f 32 13000
p 167 g 0 s 4 n 1 f 32 13000
p 168 g 0 s 4 n 1 f 32 13000
p 169 g 0 s 4 n 1 f 32 13000
p 170 g 0 s 4 n 1 f 32 13000
p 171 g 0 s 4 n 1 f 32 13000
p 172 g 0 s 4 n 1 f 32 13000
p 173 g 0 s 4 n 1 f 32 13000
p 174 g 0 s 4 n 1 f 32 13000
p 175 g 0 s 4 n 1 f 32 13000
p 176 g 0 s 4 n 1 f 32 13000
p 177 g 0 s 4 n 1 f 32 13000
p 178 g 0 s 4 n 1 f 32 13000
p 179 g 0 s 4 n 1 f 32 13000
p 180 g 0 s 4 n 1 f 32 13000
p 181 g 0 s 4 n 1 f 32 13000
p 182 g 0 s 4 n 1 f 32 13000
p 183 g 0 s 4 n 1 f 32 13000
p 184 g 0 s 4 n 1 f 32 13000
p 185 g 0 s 4 n 1 f 32 13000
p 186 g 0 s 4 n 1 f 32 13000
p 187 g 0 s 4 n 1 f 32 13000
p 188 g 0 s 4 n 1 f 32 13000
p 189 g 0 s 4 n 1 f 32 13000
p 190 g 0 s 4 n 1 f 32 13000
