x 68 f 14 15 29 37 40 49 66 69 73 74 75 81 85 87 93 100 105 113 118 120 125 128 140 145 151 153 156 157 159 162 170 172 179 183 188 189 190 195 202 210 211 212 215 216 221 223 229 232 238 244 253 256 257 258 262 270 277 282 286 288 289 297 306 308 314 315 317 318
y 6038
z 65
c 0 n 4 f 201 0 142 126
c 1 n 4 f 322 237 312 149
c 2 n 4 f 101 131 144 132
c 3 n 4 f 291 41 21 124
c 4 n 4 f 119 178 111 3
c 5 n 4 f 5 255 33 245
c 6 n 4 f 135 171 254 17
c 7 n 4 f 57 45 56 47
c 8 n 4 f 225 95 44 48
c 9 n 4 f 214 203 46 247
c 10 n 4 f 283 301 160 24
c 11 n 4 f 199 27 164 60
c 12 n 4 f 7 138 143 130
c 13 n 4 f 285 2 169 246
c 14 n 4 f 176 226 1 173
c 15 n 4 f 278 290 295 296
c 16 n 4 f 147 146 154 152
c 17 n 4 f 205 266 198 148
c 18 n 4 f 268 236 273 231
c 19 n 4 f 207 175 112 67
c 20 n 4 f 4 134 109 96
c 21 n 4 f 76 77 166 82
c 22 n 4 f 281 108 177 110
c 23 n 4 f 107 38 208 79
c 24 n 4 f 123 28 192 293
c 25 n 4 f 70 287 53 23
c 26 n 4 f 88 8 55 222
c 27 n 4 f 98 275 19 34
c 28 n 4 f 241 321 106 272
c 29 n 4 f 319 20 122 63
c 30 n 4 f 99 136 59 168
c 31 n 4 f 249 25 115 117
c 32 n 4 f 32 323 127 279
c 33 n 4 f 137 252 114 139
c 34 n 4 f 141 26 165 12
c 35 n 4 f 264 103 220 174
c 36 n 4 f 325 320 316 129
c 37 n 4 f 242 250 292 62
c 38 n 4 f 218 155 104 50
c 39 n 4 f 51 61 91 324
c 40 n 4 f 58 52 92 54
c 41 n 4 f 133 71 150 72
c 42 n 4 f 182 65 90 284
c 43 n 4 f 94 200 228 86
c 44 n 4 f 191 194 248 186
c 45 n 4 f 235 187 83 271
c 46 n 4 f 260 233 303 234
c 47 n 4 f 299 197 213 22
c 48 n 4 f 13 161 181 209
c 49 n 4 f 313 240 227 294
c 50 n 4 f 84 11 97 309
c 51 n 4 f 219 274 196 9
c 52 n 4 f 68 64 230 193
c 53 n 4 f 310 276 302 243
c 54 n 4 f 261 121 224 158
c 55 n 4 f 18 31 102 298
c 56 n 4 f 305 42 206 10
c 57 n 4 f 311 6 30 251
c 58 n 4 f 184 185 116 167
c 59 n 4 f 80 163 78 307
c 60 n 4 f 36 35 39 239
c 61 n 4 f 269 43 265 16
c 62 n 4 f 304 89 204 217
c 63 n 4 f 263 259 180 267
c 64 n 2 f 280 300
p 0 g 0 s 0 n 1 f 142 13000
p 1 g 0 s 0 n 1 f 142 13000
p 2 g 0 s 0 n 4 f 201 370 f 0 666 f 142 734 f 126 8330
p 3 g 0 s 1 n 1 f 142 13000
p 4 g 0 s 1 n 1 f 142 13000
p 5 g 0 s 1 n 1 f 142 13000
p 6 g 0 s 1 n 1 f 142 13000
p 7 g 0 s 1 n 4 f 201 510 f 0 1332 f 142 1468 f 126 5331
p 8 g 0 s 2 n 1 f 142 13000
p 9 g 0 s 2 n 1 f 142 13000
p 10 g 0 s 2 n 1 f 142 13000
p 11 g 0 s 2 n 1 f 126 13000
p 12 g 0 s 2 n 4 f 201 390 f 0 1332 f 142 1101 f 126 3660
p 13 g 0 s 3 n 1 f 142 13000
p 14 g 0 s 3 n 1 f 142 13000
p 15 g 0 s 3 n 1 f 142 13000
p 16 g 0 s 3 n 1 f 142 13000
p 17 g 0 s 3 n 4 f 201 530 f 0 1999 f 142 1468 f 126 6664
p 18 g 0 s 4 n 1 f 142 13000
p 19 g 0 s 4 n 1 f 142 13000
p 20 g 0 s 4 n 1 f 142 13000
p 21 g 0 s 4 n 1 f 142 13000
p 22 g 0 s 4 n 1 f 142 13000
p 23 g 0 s 4 n 1 f 126 13000
p 24 g 0 s 4 n 4 f 201 700 f 0 1999 f 142 3268 f 126 5326
p 25 g 0 s 5 n 1 f 142 13000
p 26 g 0 s 5 n 1 f 142 13000
p 27 g 0 s 5 n 1 f 142 13000
p 28 g 0 s 5 n 1 f 142 13000
p 29 g 0 s 5 n 1 f 142 13000
p 30 g 0 s 5 n 1 f 126 13000
p 31 g 0 s 5 n 1 f 126 3660
p 32 g 0 s 5 n 3 f 142 5655 f 0 3332 f 201 640
p 33 g 0 s 6 n 1 f 142 13000
p 34 g 0 s 6 n 1 f 142 13000
p 35 g 0 s 6 n 1 f 142 13000
p 36 g 0 s 6 n 1 f 142 13000
p 37 g 0 s 6 n 1 f 142 13000
p 38 g 0 s 6 n 1 f 126 13000
p 39 g 0 s 6 n 4 f 201 570 f 0 2665 f 142 6610 f 126 1660
p 40 g 0 s 7 n 1 f 142 13000
p 41 g 0 s 7 n 1 f 142 13000
p 42 g 0 s 7 n 1 f 142 13000
p 43 g 0 s 7 n 1 f 142 13000
p 44 g 0 s 7 n 1 f 142 13000
p 45 g 0 s 7 n 1 f 126 13000
p 46 g 0 s 7 n 4 f 201 660 f 0 2665 f 142 5177 f 126 3326
p 47 g 1 s 0 n 1 f 322 13000
p 48 g 1 s 0 n 1 f 322 13000
p 49 g 1 s 0 n 1 f 149 13000
